 County Code ,District Code,School Code,Local Educational Agency ,Charter Number," TK/K-3 ADA
Target, B-5/B-1 "," 4 - 6 ADA
Target, B-6/B-2 "," 7 - 8 ADA
Target, B-7/B-3 "," 9 - 12 ADA
Target, B-8/B-4 ","Unduplicated Pupil Percentage
Target, D-1"," Base Grant Funding
Target, C-5 "," Supplemental Grant Funding
Target, D-7 "," Concentration Grant Funding
Target, E-8 "," Necessary Small Schools Allowance
Target, F-1 "," Add-On (Based on 2012-13 Targeted Instructional Improvement Block Grant)
Target, F-2 "," Add-On (Based on 2012-13 Home-to-School Transportation)
Target, F-3 "," Add-On (Based on 2012-13 Small School District Bus Replacement Program)
Target, F-4 "," Total LCFF Target Entitlement
Target, G-1/F-1 "," Total LCFF Floor Entitlement
Transition, B-13 "," Current Year Gap Funding (100%)
Transition, C-3 "," Economic Recovery Target
Transition, D-1 "," Miscellaneous Adjustments
Transition, E-1 "," Total Local Revenue or In-Lieu of Property Taxes
Transition, F-2/F-7 "," Education Protection Account Entitlement
Transition, F-5/F-9 "," Net State Aid
Transition, F-6/F-10 "," Additional SA for MSA Guarantee
Transition, H-1/H-2 "
49,70862,0128157,Gateway to College Academy,1541, -   , -   , -   , 53.83 , 0.2857 ," 498,950 "," 28,510 ", - , N/A , N/A , N/A , N/A ," 527,460 "," 503,505 "," 23,955 ", - , - ," 257,829 "," 10,766 "," 258,865 ", - 
49,70862,0131961,Petaluma Accelerated Charter School,1726, -   , -   , 106.29 , -   , 0.2492 ," 828,637 "," 41,299 ", - , N/A , N/A , N/A , N/A ," 869,936 "," 860,883 ", - , - , - ," 509,096 "," 21,258 "," 339,582 ", - 
49,70862,6051932,Mary Collins Charter School at Cherry Valley,0480, 170.65 , 125.97 , 74.83 , -   , 0.1917 ," 2,942,397 "," 112,812 ", - , N/A , N/A , N/A , N/A ," 3,055,209 "," 2,860,054 "," 195,155 ", - , - ," 1,779,130 "," 141,434 "," 1,134,645 ", - 
49,70870,0000000,Piner-Olivet Union Elementary,N/A, 162.45 , 146.52 , -   , -   , 0.4839 ," 2,447,079 "," 236,828 ", - , - ," 57,400 "," 165,000 ", - ," 2,906,307 "," 2,902,381 ", - ," 43,492 ", - ," 1,310,061 "," 239,096 "," 1,400,642 ", - 
49,70870,0106344,Northwest Prep Charter,0526, -   , -   , 43.42 , 63.78 , 0.5238 ," 929,679 "," 97,393 ", - , N/A , N/A , N/A , N/A ," 1,027,072 "," 972,051 "," 55,021 ", - , - ," 454,530 "," 177,966 "," 394,576 ", - 
49,70870,6066344,Olivet Elementary Charter,1440, 193.42 , 110.29 , -   , -   , 0.5282 ," 2,427,820 "," 256,475 ", - , N/A , N/A , N/A , N/A ," 2,684,295 "," 2,512,216 "," 172,079 ", - , - ," 1,287,736 "," 274,588 "," 1,121,971 ", - 
49,70870,6109144,Morrice Schaefer Charter,1439, 194.72 , 132.46 , -   , -   , 0.6201 ," 2,606,374 "," 323,242 ", - , N/A , N/A , N/A , N/A ," 2,929,616 "," 2,729,990 "," 199,626 ", - , - ," 1,387,250 "," 294,334 "," 1,248,032 ", - 
49,70870,6113492,Piner-Olivet Charter,0098, -   , -   , 193.07 , -   , 0.5049 ," 1,505,174 "," 151,992 ", - , N/A , N/A , N/A , N/A ," 1,657,166 "," 1,544,143 "," 113,023 ", - , - ," 818,621 "," 212,952 "," 625,593 ", - 
49,70888,0000000,Kashia Elementary,N/A, 6.20 , 0.73 , 2.66 , -   , 1.0000 , - ," 15,463 "," 17,398 "," 160,986 ", 782 , - , - ," 194,629 "," 181,492 "," 13,137 ", - , - ," 106,400 "," 9,503 "," 78,726 ", - 
49,70896,0000000,Rincon Valley Union Elementary,N/A, 746.94 , 529.95 , 1.42 , -   , 0.2520 ," 10,174,372 "," 512,788 ", - , - ," 199,664 "," 302,796 ", - ," 11,189,620 "," 10,751,602 "," 438,018 "," 861,997 ", - ," 7,320,587 "," 255,662 "," 4,475,368 ", - 
49,70896,0102525,Rincon Valley Charter,0525, 8.75 , 8.81 , 324.61 , -   , 0.2765 ," 2,669,417 "," 147,619 ", - , N/A , N/A , N/A , N/A ," 2,817,036 "," 2,653,838 "," 163,198 ", - , - ," 1,959,529 "," 68,434 "," 789,073 ", - 
49,70896,6052039,Spring Creek Matanzas Charter,1105, 279.41 , 230.30 , -   , -   , 0.4841 ," 4,044,542 "," 391,592 ", - , N/A , N/A , N/A , N/A ," 4,436,134 "," 4,147,439 "," 288,695 ", - , - ," 2,918,992 "," 101,942 "," 1,415,200 ", - 
49,70896,6052047,Whited Elementary Charter,1259, 214.55 , 171.66 , -   , -   , 0.4984 ," 3,066,457 "," 305,665 ", - , N/A , N/A , N/A , N/A ," 3,372,122 "," 3,156,062 "," 216,060 ", - , - ," 2,211,736 "," 77,242 "," 1,083,144 ", - 
49,70896,6052070,Village Elementary Charter,1257, 178.99 , 166.28 , -   , -   , 0.4863 ," 2,732,889 "," 265,801 ", - , N/A , N/A , N/A , N/A ," 2,998,690 "," 2,819,755 "," 178,935 ", - , - ," 1,977,282 "," 69,054 "," 952,354 ", - 
49,70896,6085229,Binkley Elementary Charter,1258, 205.14 , 138.45 , -   , -   , 0.4855 ," 2,737,533 "," 265,815 ", - , N/A , N/A , N/A , N/A ," 3,003,348 "," 2,807,061 "," 196,287 ", - , - ," 1,967,661 "," 68,718 "," 966,969 ", - 
49,70904,0000000,Roseland,N/A, 820.91 , 546.51 , -   , 0.96 , 0.9524 ," 10,906,719 "," 2,077,512 "," 2,194,432 ", - ," 8,389 "," 250,000 ", - ," 15,437,052 "," 14,420,334 "," 1,016,718 ", - , - ," 4,231,746 "," 2,188,218 "," 9,017,088 ", - 
49,70904,0101923,Roseland Charter,0558, 50.62 , 180.99 , 495.60 , 705.99 , 0.9055 ," 12,194,650 "," 2,208,452 "," 2,167,598 ", N/A , N/A , N/A , N/A ," 16,570,700 "," 15,328,267 "," 1,242,433 ", - , - ," 3,789,223 "," 2,526,082 "," 10,255,395 ", - 
49,70912,0000000,Santa Rosa Elementary,N/A," 2,204.42 "," 1,576.59 ", 0.47 , -   , 0.7534 ," 30,093,426 "," 4,534,477 "," 3,060,502 ", - ," 336,305 "," 409,010 ", - ," 38,433,720 "," 36,353,290 "," 2,080,430 ", - , - ," 20,040,747 "," 756,296 "," 17,636,677 ", - 
49,70912,0113530,Santa Rosa Charter School for the Arts,0845, 172.58 , 143.85 , 59.34 , -   , 0.3733 ," 2,972,899 "," 221,956 ", - , N/A , N/A , N/A , N/A ," 3,194,855 "," 2,964,638 "," 230,217 ", - , - ," 1,833,295 "," 110,477 "," 1,251,083 ", - 
49,70912,0125831,Santa Rosa French-American Charter (SRFACS),1397, 279.12 , 160.09 , -   , -   , 0.3208 ," 3,510,594 "," 225,240 ", - , N/A , N/A , N/A , N/A ," 3,735,834 "," 3,501,721 "," 234,113 ", - , - ," 2,142,805 "," 111,208 "," 1,481,821 ", - 
49,70912,0128074,Cesar Chavez Language Academy,1523, 273.54 , 78.70 , -   , -   , 0.7323 ," 2,848,440 "," 417,182 "," 259,636 ", N/A , N/A , N/A , N/A ," 3,525,258 "," 3,384,462 "," 140,796 ", - , - ," 1,718,498 "," 70,448 "," 1,736,312 ", - 
49,70912,6116958,Kid Street Learning Center Charter,0215, 68.24 , 40.79 , -   , -   , 0.7945 ," 870,777 "," 138,367 "," 88,558 ", N/A , N/A , N/A , N/A ," 1,097,702 "," 1,034,989 "," 62,713 ", - , - ," 531,932 "," 35,597 "," 530,173 ", - 
49,70920,0000000,Santa Rosa High,N/A, -   , -   ," 2,956.83 "," 7,408.64 ", 0.4791 ," 91,722,131 "," 8,788,815 ", - , - ," 581,514 "," 818,767 ", - ," 101,911,227 "," 95,523,896 "," 6,387,331 ", - , - ," 65,442,830 "," 2,073,094 "," 34,395,303 ", - 
49,70920,0102533,Santa Rosa Accelerated Charter,0522, -   , 123.47 , -   , -   , 0.1723 ," 934,791 "," 32,213 ", - , N/A , N/A , N/A , N/A ," 967,004 "," 896,308 "," 70,696 "," 16,946 ", - ," 752,604 "," 24,694 "," 206,652 ", - 
49,70938,0000000,Sebastopol Union Elementary,N/A, 215.40 , 154.44 , 115.98 , -   , 0.5284 ," 3,847,264 "," 406,579 ", - , - ," 37,793 "," 90,000 ", - ," 4,381,636 "," 4,148,681 "," 232,955 ", - , - ," 3,372,994 "," 97,164 "," 911,478 ", - 
49,70938,0120121,REACH,1107, 69.19 , 44.61 , 19.00 , -   , 0.3944 ," 1,055,646 "," 83,269 ", - , N/A , N/A , N/A , N/A ," 1,138,915 "," 1,058,650 "," 80,265 ", - , - ," 757,664 "," 26,560 "," 354,691 ", - 
49,70938,6113039,Sebastopol Independent Charter,0078, 134.61 , 89.27 , 56.25 , -   , 0.3059 ," 2,222,901 "," 135,997 ", - , N/A , N/A , N/A , N/A ," 2,358,898 "," 2,203,390 "," 155,508 ", - , - ," 1,598,226 "," 56,026 "," 704,646 ", - 
49,70953,0000000,Sonoma Valley Unified,N/A," 1,038.42 ", 830.39 , 596.31 ," 1,278.07 ", 0.6358 ," 31,333,536 "," 3,984,373 "," 1,344,209 ", - ," 120,778 "," 654,207 ", - ," 37,437,103 "," 34,564,711 "," 2,872,392 ", - , - ," 39,262,223 "," 748,638 ", - ," 2,206,444 "
49,70953,0105866,Woodland Star Charter,0613, 117.04 , 76.38 , 40.93 , -   , 0.4169 ," 1,861,187 "," 155,186 ", - , N/A , N/A , N/A , N/A ," 2,016,373 "," 1,883,750 "," 132,623 ", - , - ," 1,861,112 "," 46,870 "," 108,391 "," 46,870 "
49,70953,6111678,Sonoma Charter,0009, 85.18 , 71.99 , 41.80 , -   , 0.4497 ," 1,572,366 "," 141,419 ", - , N/A , N/A , N/A , N/A ," 1,713,785 "," 1,591,504 "," 122,281 ", - , - ," 1,572,366 "," 39,794 "," 101,625 "," 39,794 "
49,70961,0000000,Twin Hills Union Elementary,N/A, 252.15 , 134.02 , 2.36 , -   , 0.2682 ," 3,109,519 "," 166,795 ", - , - , - ," 95,000 ", - ," 3,371,314 "," 3,235,162 "," 136,152 "," 196,360 ", - ," 1,316,901 "," 600,487 "," 1,650,286 ", - 
49,70961,4930319,Orchard View,0310, 48.21 , 38.86 , 42.22 , 102.69 , 0.1707 ," 1,972,199 "," 67,331 ", - , N/A , N/A , N/A , N/A ," 2,039,530 "," 1,888,150 "," 151,380 ", - , - ," 786,285 "," 401,486 "," 851,759 ", - 
49,70961,4930350,Sunridge Charter,0481, 127.51 , 81.05 , 51.79 , -   , 0.2288 ," 2,067,430 "," 94,606 ", - , N/A , N/A , N/A , N/A ," 2,162,036 "," 2,016,512 "," 145,524 ", - , - ," 882,443 "," 413,833 "," 865,760 ", - 
49,70961,6052302,Twin Hills Charter Middle,0904, -   , 76.56 , 189.00 , -   , 0.2218 ," 2,053,080 "," 91,075 ", - , N/A , N/A , N/A , N/A ," 2,144,155 "," 2,001,042 "," 143,113 ", - , - ," 900,102 "," 431,840 "," 812,213 ", - 
49,70979,0000000,Two Rock Union,N/A, 95.76 , 55.30 , -   , -   , 0.5279 ," 1,207,260 "," 127,463 ", - , - , - , - , - ," 1,334,723 "," 1,253,367 "," 81,356 ", - , - ," 412,748 "," 228,313 "," 693,662 ", - 
49,70995,0000000,Waugh Elementary,N/A, 498.39 , 337.70 , -   , -   , 0.2117 ," 6,660,969 "," 282,026 ", - , - , - , - , - ," 6,942,995 "," 6,562,953 "," 380,042 ", - , - ," 2,364,515 "," 1,309,575 "," 3,268,905 ", - 
49,71001,0000000,West Side Union Elementary,N/A, 105.26 , 68.56 , -   , -   , 0.3551 ," 1,385,884 "," 98,425 ", - , - , - ," 21,607 ", - ," 1,505,916 "," 1,394,666 "," 111,250 ", - , - ," 1,340,042 "," 34,764 "," 131,110 ", - 
49,71019,0000000,Wilmar Union Elementary,N/A, 161.04 , 81.66 , -   , -   , 0.2974 ," 1,944,412 "," 115,653 ", - , - , - , - , - ," 2,060,065 "," 1,910,490 "," 149,575 ", - , - ," 1,472,006 "," 48,540 "," 539,519 ", - 
49,71035,0000000,Wright Elementary,N/A, 603.90 , 433.20 , 0.01 , -   , 0.7809 ," 8,252,952 "," 1,288,945 "," 952,803 ", - ," 60,733 "," 250,000 ", - ," 10,805,433 "," 10,154,591 "," 650,842 ", - , - ," 3,795,354 "," 1,555,926 "," 5,454,153 ", - 
49,71035,6052377,Wright Charter,1087, 172.41 , 155.77 , 106.08 , -   , 0.7816 ," 3,426,131 "," 535,574 "," 395,546 ", N/A , N/A , N/A , N/A ," 4,357,251 "," 4,063,697 "," 293,554 ", - , - ," 1,476,758 "," 691,716 "," 2,188,777 ", - 
49,73882,0000000,Cotati-Rohnert Park Unified,N/A," 1,618.37 "," 1,248.79 ", 875.11 ," 1,786.71 ", 0.4802 ," 46,165,239 "," 4,433,710 ", - , - ," 502,003 "," 685,000 ", - ," 51,785,952 "," 48,503,041 "," 3,282,911 ", - , - ," 26,356,497 "," 3,018,642 "," 22,410,813 ", - 
49,73882,0123786,Credo High,1281, -   , -   , -   , 373.34 , 0.3809 ," 3,460,488 "," 263,620 ", - , N/A , N/A , N/A , N/A ," 3,724,108 "," 3,470,741 "," 253,367 ", - , - ," 1,528,521 "," 709,901 "," 1,485,686 ", - 
49,75358,0000000,Windsor Unified,N/A, 766.01 , 687.93 , 581.65 ," 1,707.53 ", 0.3730 ," 31,878,049 "," 2,378,103 ", - , - , - ," 655,910 ", - ," 34,912,062 "," 32,833,373 "," 2,078,689 ", - , - ," 18,221,371 "," 1,670,055 "," 15,020,636 ", - 
49,75358,0114934,Village Charter,0912, 52.06 , 28.32 , 18.02 , -   , 0.3910 ," 783,609 "," 61,278 ", - , N/A , N/A , N/A , N/A ," 844,887 "," 773,297 "," 71,590 ", - , - ," 443,450 "," 63,622 "," 337,815 ", - 
49,75358,6052369,Cali Calmecac Language Academy,0162, 548.21 , 364.14 , 184.14 , -   , 0.5547 ," 8,706,968 "," 965,951 ", - , N/A , N/A , N/A , N/A ," 9,672,919 "," 9,100,593 "," 572,326 ", - , - ," 4,941,453 "," 732,104 "," 3,999,362 ", - 
49,75390,0000000,Healdsburg Unified,N/A, 192.85 , 176.33 , 244.90 , 555.71 , 0.6150 ," 9,983,230 "," 1,227,938 "," 324,454 ", - ," 31,205 "," 220,046 ", - ," 11,786,873 "," 11,056,761 "," 730,112 ", - , - ," 17,165,190 "," 233,958 ", - ," 1,012,698 "
49,75390,0124230,Healdsburg Charter,1295, 178.79 , 83.50 , -   , -   , 0.3651 ," 2,104,515 "," 153,672 ", - , N/A , N/A , N/A , N/A ," 2,258,187 "," 2,103,387 "," 154,800 ", - , - ," 2,104,404 "," 52,458 "," 101,325 "," 52,458 "
50,10504,0117457,Great Valley Academy,0985, 361.60 , 306.67 , 216.05 , -   , 0.4385 ," 6,983,901 "," 612,488 ", - , N/A , N/A , N/A , N/A ," 7,596,389 "," 7,104,146 "," 492,243 ", - , - ," 1,592,864 "," 1,404,918 "," 4,598,607 ", - 
50,10504,0129023,Stanislaus Alternative Charter,1607, -   , -   , -   , 690.88 , 0.6965 ," 6,403,767 "," 892,045 "," 469,076 ", N/A , N/A , N/A , N/A ," 7,764,888 "," 7,607,501 "," 157,387 ", - , - ," 1,646,651 "," 138,176 "," 5,980,061 ", - 
50,10504,5030234,Valley Charter High,0172, -   , -   , -   , 135.43 , 0.5026 ," 1,255,301 "," 126,183 ", - , N/A , N/A , N/A , N/A ," 1,381,484 "," 1,280,235 "," 101,249 ", - , - ," 336,886 "," 257,518 "," 787,080 ", - 
50,71043,0000000,Ceres Unified,N/A," 4,065.31 "," 3,054.11 "," 2,134.69 "," 4,015.97 ", 0.8663 ," 110,466,564 "," 19,139,436 "," 17,470,287 ", - ," 375,003 "," 453,054 ", - ," 147,904,344 "," 136,578,930 "," 11,325,414 ", - , - ," 14,112,420 "," 21,504,490 "," 112,287,434 ", - 
50,71043,0107128,Whitmore Charter School of Art & Technology,0657, 169.45 , 145.13 , 96.84 , -   , 0.4511 ," 3,249,165 "," 293,140 ", - , N/A , N/A , N/A , N/A ," 3,542,305 "," 3,332,863 "," 209,442 ", - , - ," 395,107 "," 656,492 "," 2,490,706 ", - 
50,71043,0107136,Whitmore Charter High,0658, -   , -   , -   , 142.90 , 0.2309 ," 1,324,540 "," 61,167 ", - , N/A , N/A , N/A , N/A ," 1,385,707 "," 1,285,650 "," 100,057 ", - , - ," 137,234 "," 271,722 "," 976,751 ", - 
50,71043,0112292,Aspire Summit Charter Academy,0812, 288.05 , 109.81 , -   , -   , 0.6619 ," 3,203,464 "," 424,075 "," 179,234 ", N/A , N/A , N/A , N/A ," 3,806,773 "," 3,455,325 "," 351,448 ", - , - ," 382,085 "," 627,640 "," 2,797,048 ", - 
50,71050,0000000,Chatom Union,N/A, 252.01 , 196.42 , 127.81 , -   , 0.8360 ," 4,558,805 "," 762,232 "," 651,909 ", - , - ," 268,864 ", - ," 6,241,810 "," 5,863,811 "," 377,999 ", - , - ," 2,850,580 "," 115,248 "," 3,275,982 ", - 
50,71068,0000000,Denair Unified,N/A, 0.37 , 78.84 , 138.20 , 268.44 , 0.6295 ," 4,165,522 "," 524,440 "," 165,580 ", - ," 87,463 "," 51,488 ", - ," 4,994,493 "," 4,747,066 ", - , - , - ," 2,219,217 "," 491,321 "," 2,283,955 ", - 
50,71068,0132662,Denair Elementary Charter Academy,1750, 391.76 , 141.11 , -   , -   , 0.6223 ," 4,294,488 "," 534,492 "," 155,246 ", N/A , N/A , N/A , N/A ," 4,984,226 "," 4,680,464 "," 303,762 ", - , - ," 2,360,396 "," 106,574 "," 2,517,256 ", - 
50,71068,5030267,Denair Charter Academy,0357, 5.90 , 8.31 , 13.33 , 174.65 , 0.6258 ," 1,834,254 "," 229,575 "," 69,518 ", N/A , N/A , N/A , N/A ," 2,133,347 "," 1,950,579 "," 182,768 ", - , - ," 895,619 "," 322,048 "," 915,680 ", - 
50,71076,0000000,Empire Union Elementary,N/A," 1,335.81 "," 1,009.55 ", 564.33 , -   , 0.8635 ," 23,043,215 "," 3,979,563 "," 3,612,024 ", - ," 195,541 "," 255,083 ", - ," 31,085,426 "," 28,650,642 "," 2,434,784 ", - , - ," 6,215,468 "," 4,506,689 "," 20,363,269 ", - 
50,71084,0000000,Gratton Elementary,N/A, 3.83 , 5.73 , 3.87 , -   , 0.3617 ," 105,093 "," 7,603 ", - , - , - , - , - ," 112,696 "," 168,662 ", - ," 120,768 ", - ," 18,184 "," 21,606 "," 193,674 "," 214,317 "
50,71084,0120089,Gratton Charter,1099, 65.23 , 38.83 , 27.00 , -   , 0.1920 ," 1,041,643 "," 39,999 ", - , N/A , N/A , N/A , N/A ," 1,081,642 "," 999,880 "," 81,762 ", - , - ," 177,457 "," 209,361 "," 694,824 ", - 
50,71092,0000000,Hart-Ransom Union Elementary,N/A, 378.87 , 253.24 , 170.01 , -   , 0.5331 ," 6,362,672 "," 678,388 ", - , - , - ," 123,462 ", - ," 7,164,522 "," 6,751,148 "," 413,374 ", - , - ," 776,467 "," 1,262,611 "," 5,125,444 ", - 
50,71092,6112965,Hart-Ransom Academic Charter,0080, 125.97 , 93.51 , 67.90 , 71.38 , 0.3276 ," 2,936,296 "," 192,386 ", - , N/A , N/A , N/A , N/A ," 3,128,682 "," 2,959,311 "," 169,371 ", - , - ," 347,168 "," 581,501 "," 2,200,013 ", - 
50,71100,0000000,Hickman Community Charter,N/A, 453.22 , 347.46 , 222.92 , -   , 0.3659 ," 8,100,771 "," 592,814 ", - , - , - , - , - ," 8,693,585 "," 8,114,223 "," 579,362 ", - , - ," 449,060 "," 1,632,848 "," 6,611,677 ", - 
50,71134,0000000,Keyes Union,N/A, 383.40 , 228.82 , 159.01 , 0.28 , 0.9308 ," 6,131,932 "," 1,141,521 "," 1,167,520 ", - , - ," 73,126 ", - ," 8,514,099 "," 7,859,635 "," 654,464 ", - , - ," 1,076,489 "," 1,199,234 "," 6,238,376 ", - 
50,71134,6113286,Keyes to Learning Charter,0085, 105.74 , 88.15 , 55.85 , 85.46 , 0.2458 ," 2,765,689 "," 135,962 ", - , N/A , N/A , N/A , N/A ," 2,901,651 "," 2,708,892 "," 192,759 ", - , - ," 431,523 "," 565,045 "," 1,905,083 ", - 
50,71142,0000000,Knights Ferry Elementary,N/A, 82.05 , 35.80 , 26.02 , -   , 0.2638 ," 1,149,576 "," 60,651 ", - , - ," 6,302 ", - , - ," 1,216,529 "," 1,068,465 ", - ," 161,419 ", - ," 364,559 "," 230,449 "," 782,940 ", - 
50,71167,0000000,Modesto City Elementary,N/A," 6,217.17 "," 5,097.68 "," 3,157.53 ", -   , 0.8777 ," 114,409,034 "," 20,083,362 "," 18,745,921 ", - ," 1,084,014 "," 474,814 ", - ," 154,797,145 "," 144,045,273 "," 10,751,872 ", - , - ," 19,275,050 "," 22,527,301 "," 112,994,794 ", - 
50,71167,0137265,Aspire University Charter School,1963, 249.26 , 79.72 , -   , -   , 0.7429 ," 2,656,216 "," 394,661 "," 256,192 ", N/A , N/A , N/A , N/A ," 3,307,069 "," 3,366,393 ", - , - , - ," 388,644 "," 65,796 "," 2,852,629 ", - 
50,71167,0138057,Connecting Waters Charter School - Central Valley,1973, 98.74 , 79.92 , 75.59 , 62.92 , 0.4766 ," 2,590,703 "," 246,946 ", - , N/A , N/A , N/A , N/A ," 2,837,649 "," 3,151,024 ", - , - , - ," 374,692 "," 63,434 "," 2,399,523 ", - 
50,71175,0000000,Modesto City High,N/A, -   , -   , -   ," 14,514.00 ", 0.6580 ," 134,530,266 "," 17,704,183 "," 7,264,634 ", - ," 717,582 "," 458,416 ", - ," 160,675,081 "," 148,491,229 "," 12,183,852 ", - , - ," 40,470,300 "," 27,164,851 "," 93,039,930 ", - 
50,71175,0120212,Aspire Vanguard College Preparatory Academy,1125, -   , 76.47 , 148.93 , 151.75 , 0.6367 ," 3,146,583 "," 400,686 "," 136,405 ", N/A , N/A , N/A , N/A ," 3,683,674 "," 3,341,452 "," 342,222 ", - , - ," 1,005,897 "," 637,106 "," 2,040,671 ", - 
50,71209,0000000,Paradise Elementary,N/A, 37.24 , 29.12 , 18.89 , -   , 0.6943 ," 674,405 "," 93,647 "," 48,658 ", - , - ," 30,256 ", - ," 846,966 "," 767,166 "," 79,800 "," 55,547 ", - ," 169,876 "," 134,507 "," 598,130 ", - 
50,71209,0112383,Paradise Charter,0803, 49.23 , 29.51 , 26.90 , -   , 0.6963 ," 838,541 "," 116,774 "," 60,501 ", N/A , N/A , N/A , N/A ," 1,015,816 "," 905,931 "," 109,885 ", - , - ," 210,508 "," 168,398 "," 636,910 ", - 
50,71217,0000000,Patterson Joint Unified,N/A," 1,709.82 "," 1,362.77 ", 928.02 ," 1,817.40 ", 0.7986 ," 48,478,225 "," 7,742,941 "," 6,025,843 ", - , - ," 460,240 ", - ," 62,707,249 "," 57,237,586 "," 5,469,663 ", - , - ," 11,074,887 "," 9,396,586 "," 42,235,776 ", - 
50,71233,0000000,Roberts Ferry Union Elementary,N/A, 76.65 , 32.48 , -   , -   , 0.6746 ," 877,119 "," 118,341 "," 54,645 ", - ," 7,324 "," 20,814 ", - ," 1,078,243 "," 913,743 ", - ," 180,659 ", - ," 345,991 "," 219,258 "," 693,653 ", - 
50,71233,0121525,Roberts Ferry Charter School Academy,1171, -   , 13.84 , 29.89 , -   , 0.6667 ," 337,805 "," 45,043 "," 19,711 ", N/A , N/A , N/A , N/A ," 402,559 "," 358,290 "," 44,269 "," 2,895 ", - ," 138,644 "," 71,832 "," 194,978 ", - 
50,71266,0000000,Salida Union Elementary,N/A, 991.58 , 783.49 , 548.13 , -   , 0.7583 ," 18,370,685 "," 2,786,098 "," 1,913,307 ", - ," 113,269 "," 105,086 ", - ," 23,288,445 "," 21,564,491 "," 1,723,954 ", - , - ," 3,148,926 "," 3,605,714 "," 16,533,805 ", - 
50,71266,0120063,Independence Charter,1098, 56.14 , 11.28 , -   , -   , 0.8222 ," 547,714 "," 90,066 "," 57,045 ", N/A , N/A , N/A , N/A ," 694,825 "," 631,259 "," 63,566 ", - , - ," 86,239 "," 108,903 "," 499,683 ", - 
50,71266,0124768,Great Valley Academy - Salida,1819, 379.88 , 285.22 , 180.22 , -   , 0.3174 ," 6,692,708 "," 424,853 ", - , N/A , N/A , N/A , N/A ," 7,117,561 "," 7,102,539 ", - , - , - ," 1,081,274 "," 169,064 "," 5,867,223 ", - 
50,71274,0000000,Shiloh Elementary,N/A, 31.45 , -   , 0.33 , -   , 0.7207 ," 261,564 "," 37,702 "," 22,325 ", - , - ," 39,832 ", - ," 361,423 "," 367,764 ", - ," 25,110 ", - ," 59,809 "," 50,152 "," 276,572 "," 144,277 "
50,71274,0121558,Shiloh Charter,1175, 43.11 , 60.59 , 29.39 , -   , 0.8037 ," 1,042,862 "," 167,629 "," 89,008 ", N/A , N/A , N/A , N/A ," 1,299,499 "," 1,227,684 "," 71,815 ", - , - ," 249,781 "," 214,275 "," 835,443 ", - 
50,71282,0000000,Stanislaus Union Elementary,N/A," 1,642.44 "," 1,132.31 ", 748.61 , -   , 0.7075 ," 27,934,376 "," 3,952,714 "," 2,199,833 ", - ," 214,691 "," 90,809 ", - ," 34,392,423 "," 31,767,002 "," 2,625,421 ", - , - ," 8,564,289 "," 5,487,895 "," 20,340,239 ", - 
50,71290,0000000,Sylvan Union Elementary,N/A," 3,435.54 "," 2,637.77 "," 1,935.54 ", -   , 0.5526 ," 63,351,699 "," 7,001,630 "," 82,357 ", - ," 446,043 "," 200,268 ", - ," 71,081,997 "," 66,270,986 "," 4,811,011 ", - , - ," 14,425,797 "," 12,442,616 "," 44,213,584 ", - 
50,71324,0000000,Valley Home Joint Elementary,N/A, 78.28 , 54.77 , 30.20 , -   , 0.5362 ," 1,294,739 "," 138,848 ", - , - , - ," 70,775 ", - ," 1,504,362 "," 1,416,356 "," 88,006 ", - , - ," 713,944 "," 120,680 "," 669,738 ", - 
50,73601,0000000,Newman-Crows Landing Unified,N/A, 938.31 , 748.01 , 483.16 , 936.03 , 0.7448 ," 25,832,944 "," 3,848,075 "," 2,516,128 ", - , - ," 216,755 ", - ," 32,413,902 "," 29,783,103 "," 2,630,799 ", - , - ," 5,872,216 "," 5,045,368 "," 21,496,318 ", - 
50,75549,0000000,Hughson Unified,N/A, 537.63 , 449.46 , 295.70 , 723.17 , 0.5798 ," 16,838,585 "," 1,952,602 "," 250,896 ", - , - ," 240,822 ", - ," 19,282,905 "," 17,980,723 "," 1,302,182 ", - , - ," 5,705,001 "," 3,636,337 "," 9,941,567 ", - 
50,75556,0000000,Riverbank Unified,N/A, 726.87 , 491.92 , 331.04 , 783.80 , 0.8637 ," 19,555,930 "," 3,378,091 "," 3,067,349 ", - ," 96,043 "," 161,148 ", - ," 26,258,561 "," 24,367,448 "," 1,891,113 ", - , - ," 2,612,247 "," 4,412,125 "," 19,234,189 ", - 
50,75556,0113852,Riverbank Language Academy,0856, 275.11 , 168.83 , 98.63 , -   , 0.7328 ," 4,312,662 "," 632,064 "," 394,178 ", N/A , N/A , N/A , N/A ," 5,338,904 "," 5,041,410 "," 297,494 ", - , - ," 607,347 "," 861,625 "," 3,869,932 ", - 
50,75564,0000000,Oakdale Joint Unified,N/A," 1,451.15 "," 1,147.59 ", 818.02 ," 1,697.78 ", 0.4471 ," 42,752,631 "," 3,822,941 ", - , - ," 161,798 "," 407,089 ", - ," 47,144,459 "," 44,013,031 "," 3,131,428 ", - , - ," 15,829,301 "," 8,909,393 "," 22,405,765 ", - 
50,75564,5030176,Oakdale Charter,0103, -   , -   , 12.31 , 55.45 , 0.2581 ," 609,935 "," 31,485 ", - , N/A , N/A , N/A , N/A ," 641,420 "," 602,453 "," 38,967 ", - , - ," 199,273 "," 128,844 "," 313,303 ", - 
